City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
551,Biltine,TD,14.5333,20.9167,89.65,17,80,3.74,broken clouds
552,Horsham,GB,51.064,-0.3272,62.31,86,0,3.38,clear sky
553,Yerbogachen,RU,61.2767,108.0108,41.25,59,2,10.89,clear sky
554,Maceio,BR,-9.6658,-35.7353,78.24,83,20,8.12,few clouds
555,Kedrovyy,RU,56.1667,91.8167,54.01,92,98,10.27,overcast clouds
556,Carutapera,BR,-1.195,-46.02,75.24,93,15,5.39,heavy intensity rain
557,Isangel,VU,-19.55,169.2667,77.11,61,75,11.36,broken clouds
558,Peniche,PT,39.3558,-9.3811,62.08,84,0,17.13,clear sky
559,Shizunai,JP,42.3339,142.3669,57.69,82,88,2.48,overcast clouds
560,Jaisinghnagar,IN,23.7,81.3833,87.49,46,60,7.36,broken clouds
561,Waynesville,US,35.4887,-82.9887,78.73,77,100,1.01,overcast clouds
562,Lundazi,ZM,-12.2929,33.1782,56.14,76,39,9.19,scattered clouds
563,Chanderi,IN,24.7167,78.1333,88.25,41,73,14.07,broken clouds
564,Liaqatabad,PK,31.5647,74.3029,89.64,45,1,4.63,haze
565,Kuching,MY,1.55,110.3333,73.62,100,20,2.3,few clouds
566,Birao,CF,10.2849,22.7882,78.78,63,43,3.53,light rain
567,Washougal,US,45.5826,-122.3534,64.83,59,90,9.22,overcast clouds
568,Ponta Delgada,PT,37.7333,-25.6667,65.12,88,20,5.75,few clouds
569,Gondar,ET,12.6,37.4667,68.41,29,96,7.9,overcast clouds
570,Almaznyy,RU,48.0448,40.045,57.34,92,61,8.12,light rain
571,Pozo Colorado,PY,-23.4923,-58.7972,73.26,72,97,5.46,overcast clouds
572,San Francisco Menendez,SV,13.8431,-90.0158,82.81,73,93,4.59,overcast clouds
573,Punta De Piedra,VE,7.6176,-71.4916,73.17,98,100,2.04,overcast clouds
574,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,100,12.66,overcast clouds
575,Galesong,ID,-5.3166,119.3661,71.62,69,11,4.88,few clouds
576,Thap Khlo,TH,16.16,100.5966,79.45,80,100,2.35,light rain
577,Sijunjung,ID,-0.6876,100.9537,68.41,85,97,2.26,overcast clouds
578,Awjilah,LY,29.1081,21.2869,75.65,30,0,10.02,clear sky
579,Reading,GB,51.4562,-0.9711,63.01,86,10,4.03,clear sky
580,Ormara,PK,25.2088,64.6357,83.17,77,41,9.1,scattered clouds
581,Puqi,CN,29.7167,113.8833,70.56,74,99,3.15,overcast clouds
582,Pak Phanang,TH,8.3511,100.202,80.02,83,100,8.95,overcast clouds
583,Saint-Augustin,CA,51.226,-58.6502,57.13,47,55,7.43,broken clouds
584,Fairbanks,US,64.8378,-147.7164,69.76,42,90,16.11,light rain
585,Port Augusta,AU,-32.5,137.7667,55.71,70,5,15.48,clear sky
586,Sarnen,CH,46.8985,8.2507,61.54,90,90,6.91,moderate rain
587,Lerwick,GB,60.1545,-1.1494,48.2,83,67,4.97,broken clouds
588,Nelson Bay,AU,-32.7167,152.15,48.96,88,20,5.86,few clouds
589,Grand Gaube,MU,-20.0064,57.6608,75.6,84,13,1.99,few clouds
590,Asheville,US,35.6009,-82.554,82.92,75,20,1.01,few clouds
591,Elk City,US,35.412,-99.4043,86.49,51,1,16.11,clear sky
592,Durres,AL,41.3231,19.4414,69.98,73,99,5.61,overcast clouds
593,Noormarkku,FI,61.5927,21.8685,55.18,94,0,4.09,clear sky
594,Shakawe,BW,-18.3667,21.85,51.04,57,0,6.4,clear sky
595,Padang,ID,-0.9492,100.3543,75.56,79,79,3.87,broken clouds
596,Pangody,RU,65.85,74.4859,33.71,76,36,8.05,scattered clouds
597,Buraydah,SA,26.326,43.975,89.6,11,5,11.61,clear sky
598,Krasnovishersk,RU,60.4078,57.082,53.71,75,84,2.89,broken clouds
599,Kamaishi,JP,39.2667,141.8833,67.89,69,100,5.17,overcast clouds
600,Qitaihe,CN,45.8,130.85,59.76,73,25,0.54,scattered clouds
601,Bollnas,SE,61.3482,16.3946,60.13,94,98,1.07,light rain
602,Klamath Falls,US,42.2249,-121.7817,71.87,30,1,7.0,clear sky
603,Gambo,CF,4.6482,22.2633,68.95,97,47,0.72,scattered clouds
604,Saint-Joseph,RE,-21.3667,55.6167,71.98,87,66,11.59,light rain
605,Nioro,GM,13.35,-15.75,80.76,62,0,13.06,clear sky
606,Conceicao Da Barra,BR,-18.5933,-39.7322,71.78,87,29,4.16,scattered clouds
607,Puerto Quijarro,BO,-17.7833,-57.7667,84.09,36,24,2.24,few clouds
608,Voznesenye,RU,61.0106,35.4781,51.98,84,1,1.52,clear sky
609,Pombia,IT,45.653,8.6336,67.5,92,75,9.22,light rain
610,Mahon,ES,39.8885,4.2658,63.16,82,0,0.0,clear sky
611,Pobe,BJ,6.9801,2.6649,76.05,85,76,3.91,broken clouds
612,Seoul,KR,37.5683,126.9778,67.57,77,75,3.96,broken clouds
613,Hay River,CA,60.8156,-115.7999,49.98,53,75,13.8,broken clouds
614,Atbasar,KZ,51.8,68.3333,55.89,39,88,4.85,overcast clouds
615,Wajir,KE,1.7471,40.0573,77.38,63,17,23.06,few clouds
616,Tubalan,PH,6.495,125.5661,79.57,80,99,2.89,overcast clouds
617,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.87,76,100,7.52,light rain
618,Saldanha,ZA,-33.0117,17.9442,57.25,39,3,23.87,clear sky
619,Sembe,CG,1.6481,14.5806,70.29,97,65,1.3,broken clouds
620,Pavilosta,LV,56.8879,21.1859,55.31,79,58,5.28,broken clouds
621,Port Hedland,AU,-20.3167,118.5667,71.65,35,40,10.36,scattered clouds
622,Nouakchott,MR,18.0858,-15.9785,75.13,55,1,20.22,clear sky
623,Douglas,US,41.3,-96.167,84.97,61,1,5.99,clear sky
624,Manadhoo,MV,5.7667,73.3833,82.24,78,100,15.26,overcast clouds
625,Qui Nhon,VN,13.7667,109.2333,80.67,76,100,6.15,overcast clouds
626,Rosetta,EG,31.4044,30.4164,69.57,67,0,12.39,clear sky
627,Miramar,US,25.9873,-80.2323,88.02,71,75,12.66,broken clouds
628,Yagodnoye,RU,62.55,149.6667,52.34,57,81,6.44,broken clouds
629,Motygino,RU,58.1831,94.7592,54.21,97,100,11.7,light rain
630,Vredendal,ZA,-31.6683,18.5012,69.22,25,0,25.14,clear sky
631,Kitui,KE,-1.367,38.0106,60.28,83,25,4.76,scattered clouds
632,Marsa Matruh,EG,31.3525,27.2453,70.05,66,0,9.6,clear sky
633,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,10.45,drizzle
634,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.3,78,99,5.35,overcast clouds
635,Ust-Shonosha,RU,61.1531,41.343,58.51,81,57,9.42,broken clouds
636,Aksaray,TR,38.3726,34.0254,54.99,48,0,3.11,clear sky
637,Mongagua,BR,-24.0931,-46.6208,76.03,90,83,6.55,broken clouds
638,Horadiz,AZ,39.4488,47.3353,66.97,75,10,5.23,clear sky
639,Aklavik,CA,68.2191,-135.0107,47.12,39,13,8.1,few clouds
640,Felanitx,ES,39.4696,3.1483,67.01,78,4,4.76,clear sky
641,Marshfield,US,44.6689,-90.1718,85.08,39,20,16.11,few clouds
642,Zhanaozen,KZ,43.3,52.8,68.25,52,0,9.08,clear sky
643,Celestun,MX,20.8667,-90.4,84.88,74,95,16.11,overcast clouds
644,Terrasini,IT,38.146,13.0844,73.22,49,0,9.22,clear sky
645,Pacific Grove,US,36.6177,-121.9166,81.07,69,1,11.01,clear sky
646,Moose Factory,CA,51.2585,-80.6094,73.4,68,75,11.5,broken clouds
647,Huangchuan,CN,32.1272,115.0394,72.9,66,100,6.73,overcast clouds
648,Metro,ID,-5.1131,105.3067,73.9,93,79,5.57,broken clouds
649,Jijiga,ET,9.35,42.8,63.93,75,50,9.28,scattered clouds
650,Tuzha,RU,57.6062,47.936,54.9,83,4,2.17,clear sky
651,Salumbar,IN,24.1333,74.05,85.71,54,26,9.98,scattered clouds
652,Rio Gallegos,AR,-51.6226,-69.2181,39.25,65,0,9.22,clear sky
653,Xining,CN,36.6167,101.7667,48.0,85,92,2.33,overcast clouds
654,Kendari,ID,-3.945,122.4989,73.54,94,28,2.89,scattered clouds
655,Ocean City,US,39.2776,-74.5746,92.25,75,4,7.0,clear sky
656,Mbandaka,CD,0.0487,18.2603,69.57,98,97,4.41,overcast clouds
657,Pangkalanbuun,ID,-2.6833,111.6167,73.35,98,78,2.59,broken clouds
658,Walvis Bay,NA,-22.9575,14.5053,76.15,20,0,6.58,clear sky
659,Tavda,RU,58.0425,65.2726,60.46,65,94,4.16,overcast clouds
660,Mangai,CD,-4.05,19.5333,69.22,95,63,1.23,broken clouds
661,Colares,PT,38.7992,-9.4469,62.29,73,0,20.0,clear sky
662,Dhidhdhoo,MV,6.8833,73.1,81.79,80,100,15.66,overcast clouds
663,Kaiyuan,CN,23.6977,103.3037,67.64,93,99,2.21,overcast clouds
664,Vila Velha,BR,-20.3297,-40.2925,73.94,89,0,3.0,clear sky
665,Jiuquan,CN,39.7432,98.5174,57.94,23,5,6.22,clear sky
666,Beira,MZ,-19.8436,34.8389,66.29,94,75,12.66,light rain
667,Harper,LR,4.375,-7.7169,77.76,89,100,10.69,light rain
668,Manokwari,ID,-0.8667,134.0833,78.28,80,100,2.13,overcast clouds
669,Astoria,US,46.1879,-123.8313,56.71,88,90,1.99,moderate rain
670,Lebork,PL,54.5392,17.7501,59.92,67,8,1.97,clear sky
671,Henties Bay,NA,-22.116,14.2845,75.85,45,0,1.86,clear sky
672,Strathaven,GB,55.6771,-4.0668,54.73,82,71,2.39,broken clouds
673,Hebi,CN,35.8992,114.1925,77.31,28,100,4.14,overcast clouds
674,Mersing,MY,2.4312,103.8405,78.06,85,78,5.01,broken clouds
675,Phonhong,LA,18.5007,102.4166,75.56,97,100,2.51,overcast clouds
676,Whitianga,NZ,-36.8333,175.7,58.01,91,100,20.18,light rain
677,Russell,US,32.3502,-85.1999,87.51,83,90,3.47,overcast clouds
678,Kondopoga,RU,62.2057,34.2614,60.48,63,100,9.33,light rain
679,Richards Bay,ZA,-28.783,32.0377,58.53,79,0,7.27,clear sky
680,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,17.27,scattered clouds
681,Namibe,AO,-15.1961,12.1522,74.07,54,50,8.39,scattered clouds
682,Tevaitoa,PF,-16.7833,-151.5,80.71,76,67,11.25,broken clouds
683,Portland,US,45.5234,-122.6762,64.45,57,90,1.99,overcast clouds
684,Brindisi,IT,40.5833,17.6667,71.78,60,72,5.68,broken clouds
685,Amahai,ID,-3.3333,128.9167,77.18,87,98,3.02,overcast clouds
686,Changping,CN,40.2186,116.2197,73.51,52,100,5.99,light rain
687,Vestmannaeyjar,IS,63.4427,-20.2734,47.68,90,100,17.58,overcast clouds
688,Shenkursk,RU,62.1091,42.896,52.95,86,74,9.57,broken clouds
689,Huanren,CN,41.2647,125.3667,57.31,93,0,0.81,clear sky
690,Chimore,BO,-16.9833,-65.1333,69.31,97,73,2.66,broken clouds
691,Leh,IN,34.1667,77.5833,48.85,31,0,6.04,clear sky
692,Egvekinot,RU,66.3167,-179.1667,37.18,63,8,1.5,clear sky
693,Sanguem,IN,15.2333,74.1667,76.6,92,73,0.74,broken clouds
694,Riyadh,SA,24.6877,46.7219,96.85,13,0,6.91,clear sky
695,Balabac,PH,7.9868,117.0645,82.53,80,100,8.12,overcast clouds
696,Bodmin,GB,50.4715,-4.7243,55.72,87,75,1.83,broken clouds
697,Les Clayes-Sous-Bois,FR,48.8221,1.9868,64.08,83,0,3.69,clear sky
698,Buchanan,LR,5.8808,-10.0467,76.96,84,99,9.08,light rain
699,Locri,IT,38.2414,16.2623,74.32,58,85,7.45,overcast clouds
700,Boddam,GB,57.4667,-1.7833,53.11,83,94,3.06,overcast clouds
701,Tigil,RU,57.8,158.6667,53.8,59,86,5.95,overcast clouds
702,Oussouye,SN,12.485,-16.5469,82.58,82,2,10.89,clear sky
